id,name_aegis,name_english,type
658,Union_Of_Tribe,Union of Tribe,Usable
659,Heart_Of_Her,Her Heart,Usable
660,Prohibition_Red_Candle,Forbidden Red Candle,Usable
661,Sway_Apron,Soft Apron,Usable
662,Inspector_Certificate,Authoritative Badge,Usable
663,Korea_Rice_Cake,Korean Rice Cake,Healing
664,Gift_Box_1,Gift Box,Usable
665,Gift_Box_2,Gift Box,Usable
666,Gift_Box_3,Gift Box,Usable
667,Gift_Box_4,Gift Box,Usable
668,Handsei,Red Envelope,Usable
669,Rice_Cake_Soup,Tempting Rice-Cake Soup,Healing
671,Gold_Coin,Gold Coin,Usable
673,Copper_Coin,Bronze Coin,Usable
675,Silver_Coin,Silver Coin,Usable
678,Poison_Bottle,Poison Bottle,Usable
679,Gold_Pill,Pilule,Usable
680,Magical_Carnation,Magic Carnation,Healing
681,Memory_Of_Wedding,Sweet Memory of Marriage,Usable
682,Realgar_Wine,Distilled Fighting Spirit,Usable
683,Exorcize_Herb,Herb of Incantation,Usable
684,Durian,Durian,Usable
685,RAMADAN,Ramadan,Healing
686,Earth_Scroll_1_3,Level 3 Earth Spike,DelayConsume
687,Earth_Scroll_1_5,Level 5 Earth Spike,DelayConsume
688,Cold_Scroll_1_3,Level 3 Cold Bolt,DelayConsume
689,Cold_Scroll_1_5,Level 5 Cold Bolt,DelayConsume
690,Fire_Scroll_1_3,Level 3 Fire Bolt,DelayConsume
691,Fire_Scroll_1_5,Level 5 Fire Bolt,DelayConsume
692,Wind_Scroll_1_3,Level 3 Lightening Bolt,DelayConsume
693,Wind_Scroll_1_5,Level 5 Lightening Bolt,DelayConsume
694,Ghost_Scroll_1_3,Level 3 Soul Strike,DelayConsume
695,Ghost_Scroll_1_5,Level 5 Soul Strike,DelayConsume
696,Fire_Scroll_2_1,Level 1 Fire Ball,DelayConsume
697,Fire_Scroll_2_5,Level 5 Fire Ball,DelayConsume
698,Fire_Scroll_3_1,Level 1 Fire Wall,DelayConsume
699,Fire_Scroll_3_5,Level 5 Fire Wall,DelayConsume
700,Cold_Scroll_2_1,Level 1 Frost Diver,DelayConsume
7037,Trade_Coupon,Coupon,Usable
9510,Enchant_Stone_Box17,Costume Enchant Stone Box 17,Usable
9514,Ein_Ddbox,Physical Modification Permit,DelayConsume
9515,Ein_1HITEMbox,Einbeck Weapon Box,Usable
9517,Ein_UNDIUM,Untouched Gemstone,Usable
9523,Metal_Rifine_Ticket,Metal Refining Ticket,DelayConsume
9529,Ein_Ddbox2,Magical Modification Permit,DelayConsume
9530,PC_Costume_Box,300 Points Costume Box,Usable
9539,Blue_Potion_B_10,[Event] Blue Potion Box,Healing
9550,Gemstone_Of_Time,Gemstone of Time,DelayConsume
9551,Time_Unseal_Key,Time Unseal Key,DelayConsume
9553,C_CatPaw_7Day_Box_,Infinite Cat Hand Ticket Box(7 Days),Cash
9569,Festival_Noodle,Festival Noodles,Healing
9581,Wet_Sealed_Card,Sealed Wet Card,Usable
9582,Fancy_Spray_Of_Flowers,Colorful Flower Branches,Healing
9585,Small_Spray_Of_Flowers,Small Flower Branches,Usable
9586,2019_SStarR_Tbox,2019 Superstar R Ticket Box,Usable
9587,E_Life_Potion_Pack,[Event]Life Potion 20 Box,Usable
9588,E_DEF_Scroll_Box,[Not For Sale] Brilliant Protection Box (20),Usable
9589,E_Almighty_Box,[Not For Sale] Almighty Box (10),Usable
9590,E_LimitPowerBooster,[Not For Sale] Power Booster Box (10),Usable
9610,E_Mysterious_Water,[Event] Mysterious Water,Healing
9785,Frozen_Box_IL,Frozen Refine Box,DelayConsume
9862,Comp_Job_Manual50,[Not For Sale] JOB Battle Manual,Usable
9894,DF_Adrenaline_Scroll,[Scroll] Adrenaline Lv.5 Scroll,DelayConsume
9895,DF_Abrasive,[Scroll] Abrasive,Usable
9896,DF_Power_Booster,[Scroll] Power Booster,Usable
9897,E_Glittering_Doll_B,Shiny Doll Button,Usable
9908,DF_Mental_Potion,[Scroll] Mental Potion,Usable
9909,DF_Ex_Def_Potion,[Scroll] Ex Def Potion,Usable
9932,Royal_Secret_Box,Royal Secret Box,Usable
9933,True_Hunting_9Refine,Troi Hunting 9 Refinement Package,DelayConsume
9934,True_Hunting_Opt_A,Trois Hunting Physical Craft Kit,DelayConsume
9935,True_Hunting_Opt_B,Trois Hunting Magical Craft Kit,DelayConsume
9969,Arca_Cura_BR,Healing Ark,Usable
9970,Arca_Palito_BR,Stick Ark,Usable
9971,Arca_Batalha2_BR,Major Battle Ark,Usable
9972,Arca_Batalha_BR,Battle Ark,Usable
9973,Arca_Vida2_BR,Major Ark of Life,Usable
9974,Arca_Vida_BR,Ark of Life,Usable
9975,Arca_Divina2_BR,Divine Major Ark,Usable
9976,Arca_Divina_BR,Divine Ark,Usable
9977,Arca_Refino2_BR,Major Refining Ark,Usable
9978,Arca_Refino_BR,Refining Ark,Usable
9979,Arca_Enriquecido_BR,Perfect Ark,Usable
9980,Arca_Minerio_BR,Ore Ark,Usable
9981,Arca_Pergaminho_BR,Scroll Ark,Usable
9982,Arca_Especial_BR,Special Ark,Usable
9983,Arca_Celeste2_BR,Major Celestial Ark,Usable
9984,Arca_Celeste_BR,Major Celestial Ark,Usable
9985,Arca_Status_BR,Potions Ark,Usable
9986,Arca_Reset_BR,Reset Ark,Usable
9987,Arca_Up2_BR,Major Evolve Ark,Usable
9988,Arca_Up_BR,Evolve Ark,Usable
9991,Boarding_Halter_Box_7d,[Not For Sale] Boarding Halter 7D Box,Cash
9999,Season_Evt_Reward_2,Sweets Snack Pack,Usable
10625,Hero_Hammer_Package_5,Modified Hero's Weapon Refine Hammer Package V,Usable
11500,Light_Yellow_Pot,Light Yellow Potion,Healing
11501,Light_White_Pot,Light White Potion,Healing
11502,Light_Blue_Pot,Light Blue Potion,Healing
11503,Siege_White_Potion,WoE White Potion,Healing
11504,Siege_Blue_Potion,WoE Blue Potion,Healing
11505,Iris,Iris,Healing
11506,Fanta_Orange,Fanta Orange,Healing
11507,Fanta_Grape,Fanta Grape,Healing
11508,Karada_Meguri_Tea,Karada Meguricha,Healing
11509,Royal_Milk_Tea,Black Tea Kochakaden,Healing
11510,Coke_Zero,Coca Cola Zero,Healing
11511,Coke_No_Cal,Diet Coca Cola,Healing
11512,Coca_Cola,Coca Cola,Healing
11513,Protect_Neck_Candy,Protect Neck Candy,Healing
11514,Enriched_Slim_Pot,Enriched Slim Pot,Healing
11515,Coconut,Coconut,Healing
11516,Asai_Fruit,Asai Fruit,Healing
11517,Puri_Potion,Puri Potion,Healing
11518,N_Blue_Potion,Blue Potion,Healing
11519,Beef_Toast,Beef Toast,Healing
11520,Mora_Mandarin,Mora Mandar,Healing
11521,Pingui_Berry_Juice,Pingui Berry Juice,Healing
11522,Red_Raffle_Sap,Red Raffle Sap,Healing
11523,Yellow_Raffle_Sap,Yellow Raffle Sap,Healing
11524,White_Raffle_Sap,White Raffle Sap,Healing
11525,Mora_Hip_Tea,Mora Hip Tea,Healing
11526,Rafflecino,Rafflecino,Healing
11527,Baklava,Baklava,Healing
11528,Kanafeh,Kanafeh,Healing
11529,MAAMOUL_,Maamoul,Healing
11530,Jujube,Jujube,Healing
11531,Coffee,Coffee,Healing
11532,Nasi_Goreng,Nasi Goreng,Healing
11533,Satay,Satay,Healing
11534,Coco_Juice,Coconut Juice,Healing
11535,Almond_Chocolate,Almond Chocolate,Healing
11536,Cat_Hard_Biscuit,Cat Biscuit,Healing
11537,Rice_weevil_Bug,Rice Weevil Bug,Healing
11538,Octupus_Leg,Fresh Octopus Legs,Healing
11539,Athale_Choco,Athale Choco,Healing
11540,Shyai_Choco,Shyai Choco,Healing
11541,Mid_Choco,Mid Choco,Healing
11542,Zonda_Choco,Zonda Choco,Healing
11543,Goedo_Choco,Goedo Choco,Healing
11544,Huike_Choco,Huike Choco,Healing
11545,Rune_Choco,Rune Choco,Healing
11546,Pope_Choco,Pope Choco,Healing
11547,Woe_Violet_Potion,Siege Purple Potion,Healing
11548,Woe_White_Potion,Siege White Potion,Healing
11549,Woe_Blue_Potion,Siege Blue Potion,Healing
11550,Pumpkin_Cake,Pumpkin Cake,Healing
11551,Savory_Herb_Salad,Savory Herb Salad,Healing
11552,Apple_Carrot_Salad,Apple Carrot Salad,Healing
11553,Casual_Stew,Casual Stew,Healing
11554,Golden_Roasted_Apple,Golden Roasted Apple,Healing
11555,Red_Potion_RG,Red Potion RG,Healing
11556,Blue_Potion_RG,RG Blue Potion,Healing
11557,TE_White_Potion,TE White Potion,Healing
11558,TE_White_Slim_Potion,TE White Slim Potion,Healing
11562,Pie_Fruit,Pie Fruit,Healing
11563,Hot_Tee,Hot Tea,Usable
11564,Sweet_Canape,Sweet Canape,Usable
11565,White_Potion_B,White Potion,Healing
11566,Yellow_Potion_B,[Not For Sale] Yellow Potion,Healing
11567,Novice_Potion_B,Novice Potion,Healing
11568,Red_Slim_Potion_B,Red Slim Potion,Healing
11569,Orange_Potion_B,[Not For Sale] Orange Potion,Healing
11570,Red_Potion_B,[Not For Sale] Red Potion,Healing
11571,Green_Potion_B,Green Potion,Healing
11572,Blue_Potion_B,[Not For Sale] Blue Potion,Healing
11573,White_Slim_Potion_B,White Slim Potion,Healing
11574,Yellow_Slim_Potion_B,Yellow Slim Potion,Healing
11577,Rice_Ball_B,Rice Ball,Healing
11578,Candy_Striper_B,Candy Bar,Healing
11580,Candy_B,Candy,Healing
11581,Piece_Of_Cake_B,Piece of Cake,Healing
11582,Well_Baked_Cookie_B,Well-baked Cookie,Healing
11583,Chocolate_Drink_B,Chocolate Drink,Healing
11584,White_Chocolate_B,White Chocolate,Healing
11585,HandMade_Chocolate_B,Hand-made Chocolate,Healing
11586,HandMade_Chocolate_B_,Hand-made White Chocolate,Healing
11587,Chocolate_B,Chocolate,Healing
11588,Strawberry_,Fresh Strawberries,Healing
11589,Iceflake,Cold Snow Cone,Healing
11590,Meat_Skewer5,Skewer No.5,Healing
11592,Trance_Candy_R,Trans Candy Red,Healing
11593,Trance_Candy_B,Trans Candy Blue,Healing
11594,Trance_Candy_Y,Trans Candy Yellow,Healing
11595,Trance_Candy_G,Trans Candy Green,Healing
11596,Blood_In_Skull,Blood In Skull,Healing
11597,Iron_Bug,Iron Worm,Healing
11598,Bitter_Cacao_Bean,Bitter Cacao Bean,Healing
11599,superstar_potion,Superstar Potion,Healing
11600,ShiningHolyWater,Shining Holy Water,Healing
11601,Tasty_Anchovy,Delicious Anchovy,Healing
11602,Nepeta_Cataria,Catnip Fruit,Healing
11603,Fruit_Of_Mastela_,[Gift] Mastela Fruit,Healing
11604,Royal_Jelly_,[Gift] Royal Jelly,Healing
11605,Cookies_Bat,Cookie Bat,Healing
11606,Light_White_Pot_,[Not for Sale] Light White Potion,Healing
11607,Crepe,Sweet Crepe,Healing
11608,Chocolate_Egg,Chocolate Egg,Healing
11609,Yummy_Cookie_Egg,Tasty Cookie Egg,Healing
11610,Sweet_Melon,Sweet Melon,Healing
11611,Pop_Corn,Popcorn,Healing
11612,Aromatic_Pop_Corn,Aromatic Popcorn,Healing
11613,Harvest_Cookie,Harvest Biscuit,Healing
11614,Fresh_Milk,Fresh Milk,Healing
11615,Sweet_Potato_,Sweet Potato,Healing
11616,Yummy_Meat,Delicious Meat,Healing
11617,Silvervine_Choco,Silvervine Chocoball,Healing
11620,Bearopy,Bear Rope,Healing
11621,High_RedPotion,Red Syrup,Healing
11622,High_YelloPotion,Yellow Syrup,Healing
11623,High_WhitePotion,White Syrup,Healing
11624,High_BluePotion,Blue Syrup,Healing
11625,Gourmet_Popcorn,Gourmet Butter Popcorn,Healing
11626,Kings_Melon_5,Recooked Melon Bread,Healing
11627,High_Q_Beef_Jerky,High Quality Beef Jerky,Healing
11628,Fleshy_Larva,Fleshy Larva,Healing
11629,Acorn_Chocoball,Acorn Chocolate Ball,Healing
11630,Pignic_Lunch,Lunch Box,Healing
11631,2401_ev_Rainbow,New Year Rainbow Rice Cake,Healing
11632,2401_ev_Sesamepastry,New Year Dasik,Healing
11633,2401_ev_WindTteok,New Year Wind Rice Cake,Healing
11634,2401_ev_Yugwa,New Year Yugwa,Healing
11635,2401_ev_RedLin,Red Inverse Scale,Healing
11636,24_S_Ev_Lime_Soda,Lime Soda,Healing
11637,24_S_Ev_Berry_Soda,Berry Soda,Healing
11638,24_A_Ev_Choco_C,Symposium Choco Egg Cookie,Healing
11639,24_A_Ev_Egg_C,Symposium Egg Cookie,Healing
11640,E_Deli_BBQ,Well Roasted Meat,Healing
11641,E_Leather_Bottle,Leather Water Bottle,Healing
11701,Girl_Bunch_Of_Flower,Girl's Bouquet,Healing
11702,Moon_Cookie,Moon Cookie,Healing
11703,Mysterious_Blood,Mystery Blood,Healing
11704,KETUPAT_F,Ketupat,Healing
11705,Special_White_Potion,Children's Potion,Healing
11706,Steak,Steak,Healing
11707,Roasted_Beef,Roast Beef,Healing
11708,Fore_Flank_Sirloin,Fore Flank Sirloin,Healing
11709,Fanta_Zero_Lemon,Fanta Zero Lemon,Healing
11710,Sakura_Mist,Sakura Mist,Healing
11711,Sakura_Milk_Tea,Sakura Milk Tea,Healing
11712,First_Leaf_Tea,Flower,Healing
11713,Julia's_Candy,Julia's Candy,Healing
12000,Cold_Scroll_2_5,Level 5 Frost Diver,DelayConsume
12001,Holy_Scroll_1_3,Level 3 Heal,DelayConsume
12002,Holy_Scroll_1_5,Level 5 Heal,DelayConsume
12003,Holy_Scroll_2_1,Level 1 Teleport,DelayConsume
12004,Arrow_Container,Quiver,Usable
12005,Iron_Arrow_Container,Iron Arrow Quiver,Usable
12006,Steel_Arrow_Container,Steel Arrow Quiver,Usable
12007,Ori_Arrow_Container,Oridecon Arrow Quiver,Usable
12008,Fire_Arrow_Container,Fire Arrow Quiver,Usable
12009,Silver_Arrow_Container,Silver Arrow Quiver,Usable
12010,Wind_Arrow_Container,Wind Arrow Quiver,Usable
12011,Stone_Arrow_Container,Stone Arrow Quiver,Usable
12012,Crystal_Arrow_Container,Crystal Arrow Quiver,Usable
12013,Shadow_Arrow_Container,Shadow Arrow Quiver,Usable
12014,Imma_Arrow_Container,Immaterial Arrow Quiver,Usable
12015,Rusty_Arrow_Container,Rusty Arrow Quiver,Usable
12016,Speed_Up_Potion,Speed Potion,Usable
12017,Slow_Down_Potion,Slow Potion,Usable
12018,Fire_Cracker,Firecracker,Usable
12019,Holy_Egg,Holy Egg,DelayConsume
12020,Water_Of_Darkness,Cursed Water,DelayConsume
12021,Pork_Belly,Pork,Healing
12022,Spareribs,Galbi,Healing
12023,Giftbox_China,Wrapped Box,Usable
12024,Red_Pouch_Of_Surprise,Red Pouch,Usable
12025,Egg_Boy,Dano Festival Egg,Usable
12026,Egg_Girl,Dano Festival Egg,Usable
12027,Giggling_Box,Giggling Box,Usable
12028,Box_Of_Thunder,Box of Thunder,Usable
12029,Gloomy_Box,Box of Gloom,DelayConsume
12030,Box_Of_Grudge,Box of Resentment,Usable
12031,Sleepy_Box,Box of Drowsiness,Usable
12032,Box_Of_Storm,Box of Storms,DelayConsume
12033,Box_Of_Sunlight,Box of Sunlight,Usable
12034,Painting_Box,Box of Panting,Usable
12035,Lotto_Box01,Lotto Box 01,Usable
12036,Lotto_Box02,Lotto Box 02,Usable
12037,Lotto_Box03,Lotto Box 03,Usable
12038,Lotto_Box04,Lotto Box 04,Usable
12039,Lotto_Box05,Lotto Box 05,Usable
12040,Stone_Of_Intelligence_,Stone of Sage,Usable
12041,Str_Dish01,Fried Grasshopper Legs,Healing
12042,Str_Dish02,Seasoned Sticky Webfoot,Healing
12043,Str_Dish03,Bomber Steak,Healing
12044,Str_Dish04,Herb Marinade Beef,Healing
12045,Str_Dish05,Lutie Lady's Pancake,Healing
12046,Int_Dish01,Grape Juice Herbal Tea,Healing
12047,Int_Dish02,Autumn Red Tea,Healing
12048,Int_Dish03,Honey Herbal Tea,Healing
12049,Int_Dish04,Morocc Fruit Wine,Healing
12050,Int_Dish05,Mastela Fruit Wine,Healing
12051,Vit_Dish01,Steamed Crab Nippers,Healing
12052,Vit_Dish02,Assorted Seafood,Healing
12053,Vit_Dish03,Clam Soup,Healing
12054,Vit_Dish04,Seasoned Jellyfish,Healing
12055,Vit_Dish05,Spicy Fried Bao,Healing
12056,Agi_Dish01,Frog Egg Squid Ink Soup,Healing
12057,Agi_Dish02,Smooth Noodle,Healing
12058,Agi_Dish03,Tentacle Cheese Gratin,Healing
12059,Agi_Dish04,Lutie Cold Noodle,Healing
12060,Agi_Dish05,Steamed Bat Wing in Pumpkin,Healing
12061,Dex_Dish01,Honey Grape Juice,Healing
12062,Dex_Dish02,Chocolate Mousse Cake,Healing
12063,Dex_Dish03,Fruit Mix,Healing
12064,Dex_Dish04,Cream Sandwich,Healing
12065,Dex_Dish05,Green Salad,Healing
12066,Luk_Dish01,Fried Monkey Tails,Healing
12067,Luk_Dish02,Mixed Juice,Healing
12068,Luk_Dish03,Fried Sweet Potato,Healing
12069,Luk_Dish04,Steamed Ancient Lips,Healing
12070,Luk_Dish05,Fried Scorpion Tails,Healing
12071,Str_Dish06,Shiny Marinade Beef,Healing
12072,Str_Dish07,Whole Roast,Healing
12073,Str_Dish08,Bearfoot Special,Healing
12074,Str_Dish09,Tendon Satay,Healing
12075,Str_Dish10,Steamed Tongue,Healing
12076,Int_Dish06,Red Mushroom Wine,Healing
12077,Int_Dish07,Special Royal Jelly Herbal Tea,Healing
12078,Int_Dish08,Royal Family Tea,Healing
12079,Int_Dish09,Tristan XII,Healing
12080,Int_Dish10,Dragon Breath Cocktail,Healing
12081,Vit_Dish06,Awfully Bitter Bracer,Healing
12082,Vit_Dish07,Sumptuous Feast,Healing
12083,Vit_Dish08,Giant Burito,Healing
12084,Vit_Dish09,Ascending Dragon Soup,Healing
12085,Vit_Dish10,Immortal Stew,Healing
12086,Agi_Dish06,Chile Shrimp Gratin,Healing
12087,Agi_Dish07,Steamed Alligator with Vegetable,Healing
12088,Agi_Dish08,Incredibly Spicy Curry,Healing
12089,Agi_Dish09,Special Meat Stew,Healing
12090,Agi_Dish10,Steamed Desert Scorpions,Healing
12091,Dex_Dish06,Peach Cake,Healing
12092,Dex_Dish07,Soul Haunted Bread,Healing
12093,Dex_Dish08,Special Toast,Healing
12094,Dex_Dish09,Heavenly Fruit Juice,Healing
12095,Dex_Dish10,Hwergelmir's Tonic,Healing
12096,Luk_Dish06,Lucky Soup,Healing
12097,Luk_Dish07,Assorted Shish Kebob,Healing
12098,Luk_Dish08,Strawberry Flavored Rice Ball,Healing
12099,Luk_Dish09,Blood Flavored Soda,Healing
12100,Luk_Dish10,Cooked Nine Tail's Tails,Healing
12101,Citron,Citron,Healing
12102,Meat_Skewer,Grilled Skewer,Healing
12103,Bloody_Dead_Branch,Bloody Branch,Usable
12104,Random_Quiver,Random Quiver,Usable
12105,Set_Of_Taiming_Item,Taming Gift Set,Usable
12106,Accessory_Box,Jewelry Box,Usable
12107,Wrapped_Mask,Wrapped Mask,Usable
12108,Bundle_Of_Magic_Scroll,Scroll Package,Usable
12109,Poring_Box,Poring Box,Usable
12110,First_Aid_Kit,First Aid Kit,Usable
12111,Food_Package,Bundle of Food,Usable
12112,Tropical_Sograt,Tropical Sograt,Usable
12113,Vermilion_The_Beach,Vermilion on the Beach,Usable
12114,Elemental_Fire,Elemental Converter,DelayConsume
12115,Elemental_Water,Elemental Converter,DelayConsume
12116,Elemental_Earth,Elemental Converter,DelayConsume
12117,Elemental_Wind,Elemental Converter,DelayConsume
12118,Resist_Fire,Fireproof Potion,Usable
12119,Resist_Water,Coldproof Potion,Usable
12120,Resist_Earth,Earthproof Potion,Usable
12121,Resist_Wind,Thunderproof Potion,Usable
12122,Sesame_Pastry,Sesame Pastry,Usable
12123,Honey_Pastry,Honey Pastry,Usable
12124,Rainbow_Cake,Rainbow Cake,Usable
12125,Outdoor_Cooking_Kits,Outdoor Cooking Kit,Usable
12126,Indoor_Cooking_Kits,Home Cooking Kit,Usable
12127,High_end_Cooking_Kits,Professional Cooking Kit,Usable
12128,Imperial_Cooking_Kits,Royal Cooking Kit,Usable
12129,Fantastic_Cooking_Kits,Fantastic Cooking Kit,Usable
12130,Cookie_Bag,Cookie Bag,Usable
12131,Lucky_Potion,Lucky Potion,Healing
12132,Red_Bag,Santa's Bag,Usable
12133,Ice_Cream_,McDonald's Ice Cone,Healing
12134,Red_Envelope,Red Envelope,Usable
12135,Green_Ale,Green Ale,Usable
12136,Women's_Bundle,Women's Bundle,Usable
12137,1st_Stage_Prize,First Stage Prize,Usable
12138,2nd_Stage_Prize,Second Stage Prize,Usable
12139,3rd_Stage_Prize,Third Stage Prize,Usable
12140,4th_Stage_Prize,Fourth Stage Prize,Usable
12141,5th_Stage_Prize,Fifth Stage Prize,Usable
12142,Magic_Book,Book of Magic,Usable
12143,Red_Can,Red Can,Usable
12144,Sphere_Case_Wind,Lightning Sphere Pack,Usable
12145,Sphere_Case_Darkness,Blind Sphere Pack,Usable
12146,Sphere_Case_Poison,Poison Sphere Pack,Usable
12147,Sphere_Case_Water,Freezing Sphere Pack,Usable
12148,Sphere_Case_Fire,Flare Sphere Pack,Usable
