id,name_aegis,name_english,type
966,Flesh_Of_Clam,Clam Flesh,Etc
967,Turtle_Shell,Turtle Shell,Etc
968,Voucher_Of_Orcish_Hero,Heroic Emblem,Etc
969,Gold,Gold,Etc
970,Alchol,Alcohol,Etc
971,Detrimindexta,Detrimindexta,Etc
972,Karvodailnirol,Karvodailnirol,Etc
973,Counteragent,Counteragent,Etc
974,Mixture,Mixture,Etc
975,Scarlet_Dyestuffs,Scarlet Dyestuffs,Etc
976,Lemon_Dyestuffs,Lemon Dyestuffs,Etc
978,Cobaltblue_Dyestuffs,Cobaltblue Dyestuffs,Etc
979,Darkgreen_Dyestuffs,Darkgreen Dyestuffs,Etc
980,Orange_Dyestuffs,Orange Dyestuffs,Etc
981,Violet_Dyestuffs,Violet Dyestuffs,Etc
982,White_Dyestuffs,White Dyestuffs,Etc
983,Black_Dyestuffs,Black Dyestuffs,Etc
984,Oridecon,Oridecon,Etc
985,Elunium,Elunium,Etc
986,Anvil,Anvil,Etc
987,Oridecon_Anvil,Oridecon Anvil,Etc
988,Golden_Anvil,Golden Anvil,Etc
989,Emperium_Anvil,Emperium Anvil,Etc
990,Boody_Red,Red Blood,Etc
991,Crystal_Blue,Crystal Blue,Etc
992,Wind_Of_Verdure,Wind of Verdure,Etc
993,Yellow_Live,Green Live,Etc
994,Flame_Heart,Flame Heart,Etc
995,Mistic_Frozen,Mystic Frozen,Etc
996,Rough_Wind,Rough Wind,Etc
997,Great_Nature,Great Nature,Etc
998,Iron,Iron,Etc
999,Steel,Steel,Etc
1000,Star_Crumb,Star Crumb,Etc
1001,Sparkling_Dust,Star Dust,Etc
1002,Iron_Ore,Iron Ore,Etc
1003,Coal,Coal,Etc
1004,Patriotism_Marks,Chivalry Emblem,Etc
1005,Hammer_Of_Blacksmith,Hammer of Blacksmith,Etc
1006,Old_Magic_Book,Old Magicbook,Etc
1007,Penetration,Necklace of Wisdom,Etc
1008,Frozen_Heart,Necklace of Oblivion,Etc
1009,Sacred_Marks,Hand of God,Etc
1010,Phracon,Phracon,Etc
1011,Emveretarcon,Emveretarcon,Etc
1012,Lizard_Scruff,Frill,Etc
1013,Colorful_Shell,Rainbow Shell,Etc
1014,Jaws_Of_Ant,Ant Jaw,Etc
1015,Thin_N'_Long_Tongue,Tongue,Etc
1016,Rat_Tail,Rat Tail,Etc
1017,Moustache_Of_Mole,Mole Whiskers,Etc
1018,Nail_Of_Mole,Mole Claw,Etc
1019,Wooden_Block,Trunk,Etc
1020,Long_Hair,Black Hair,Etc
1021,Dokkaebi_Horn,Dokebi Horn,Etc
1022,Fox_Tail,Nine Tails,Etc
1023,Fish_Tail,Fish Tail,Etc
1024,Chinese_Ink,Squid Ink,Etc
1025,Spiderweb,Cobweb,Etc
1026,Acorn,Acorn,Etc
1027,Porcupine_Spike,Porcupine Quill,Etc
1028,Wild_Boar's_Mane,Mane,Etc
1029,Tiger's_Skin,Tiger Skin,Etc
1030,Tiger_Footskin,Tiger's Footskin,Etc
1031,Limb_Of_Mantis,Mantis Scythe,Etc
1032,Blossom_Of_Maneater,Maneater Blossom,Etc
1033,Root_Of_Maneater,Maneater Root,Etc
1034,Cobold_Hair,Blue Hair,Etc
1035,Dragon_Canine,Dragon Canine,Etc
1036,Dragon_Scale,Dragon Scale,Etc
1037,Dragon_Train,Dragon Tail,Etc
1038,Petite_DiablOfs_Horn,Little Evil Horn,Etc
1039,Petite_DiablOfs_Wing,Little Evil Wing,Etc
1040,Elder_Pixie's_Beard,Elder Pixie's Moustache,Etc
1041,Lantern,Lantern,Etc
1042,Short_Leg,Bug Leg,Etc
1043,Nail_Of_Orc,Orc Claw,Etc
1044,Tooth_Of_,Zenorc's Fang,Etc
1045,Sacred_Masque,Cultish Masque,Etc
1046,Tweezer,Scorpion Nipper,Etc
1047,Head_Of_Medusa,Dead Medusa,Etc
1048,Slender_Snake,Horrendous Hair,Etc
1049,Skirt_Of_Virgin,Skirt of Virgin,Etc
1050,Tendon,Tendon,Etc
1051,Detonator,Detonator,Etc
1052,Single_Cell,Single Cell,Etc
1053,Tooth_Of_Ancient_Fish,Ancient Tooth,Etc
1054,Lip_Of_Ancient_Fish,Ancient Lips,Etc
1055,Earthworm_Peeling,Earthworm Peeling,Etc
1056,Grit,Grit,Etc
1057,Moth_Dust,Moth Dust,Etc
1058,Wing_Of_Moth,Moth Wings,Etc
1059,Transparent_Cloth,Fabric,Etc
1060,Golden_Hair,Golden Hair,Etc
1061,Starsand_Of_Witch,Witched Starsand,Etc
1062,Pumpkin_Head,Jack o' Pumpkin,Etc
1063,Sharpened_Cuspid,Fang,Etc
1064,Reins,Reins,Etc
1065,Booby_Trap,Trap,Etc
1066,Tree_Of_Archer_1,Fine-grained Trunk,Etc
1067,Tree_Of_Archer_2,Solid Trunk,Etc
1068,Tree_Of_Archer_3,Barren Trunk,Etc
1069,Mushroom_Of_Thief_1,Orange Net Mushroom,Etc
1070,Mushroom_Of_Thief_2,Orange Gooey Mushroom,Etc
1071,Mage_Test_1,Unknown Test Tube,Etc
1072,Delivery_Message,Delivery Message,Etc
1073,Merchant_Voucher_1,Voucher,Etc
1074,Merchant_Voucher_2,Voucher,Etc
1075,Merchant_Voucher_3,Voucher,Etc
1076,Merchant_Voucher_4,Voucher,Etc
1077,Merchant_Voucher_5,Voucher,Etc
1078,Merchant_Voucher_6,Voucher,Etc
1079,Merchant_Voucher_7,Voucher,Etc
1080,Merchant_Voucher_8,Voucher,Etc
1081,Merchant_Box_1,Delivery Box,Etc
1082,Merchant_Box_2,Delivery Box,Etc
1083,Merchant_Box_3,Delivery Box,Etc
1084,Kapra's_Pass,Kafra Pass,Etc
1085,Mage_Test_2,Unknown Test Tube,Etc
1086,Mage_Test_3,Unknown Test Tube,Etc
1087,Mage_Test_4,Unknown Test Tube,Etc
1088,Morocc_Potion,Morocc Solution,Etc
1089,Payon_Potion,Payon Solution,Etc
1090,Mage_Test_Etc,Unknown Test Tube,Etc
1091,Merchant_Box_Etc,Delivery Box,Etc
1092,Empty_Cylinder,Empty Test Tube,Etc
1093,Empty_Potion,Empty Potion Bottle,Etc
1094,Short_Daenggie,Short Daenggie,Etc
1095,Needle_Of_Alarm,Needle of Alarm,Etc
1096,Round_Shell,Round Shell,Etc
1097,Worn_Out_Page,Worn Out Page,Etc
1098,Manacles,Manacles,Etc
1099,Worn_Out_Prison_Uniform,Worn-out Prison Uniform,Etc
1750,Arrow,Arrow,Ammo
1751,Silver_Arrow,Silver Arrow,Ammo
1752,Fire_Arrow,Fire Arrow,Ammo
1753,Steel_Arrow,Steel Arrow,Ammo
1754,Crystal_Arrow,Crystal Arrow,Ammo
1755,Arrow_Of_Wind,Arrow of Wind,Ammo
1756,Stone_Arrow,Stone Arrow,Ammo
1757,Immatrial_Arrow,Immaterial Arrow,Ammo
1758,Stun_Arrow,Stun Arrow,Ammo
1759,Freezing_Arrow,Frozen Arrow,Ammo
1760,Flash_Arrow,Flash Arrow,Ammo
1761,Curse_Arrow,Cursed Arrow,Ammo
1762,Rusty_Arrow,Rusty Arrow,Ammo
1763,Poison_Arrow,Poison Arrow,Ammo
1764,Incisive_Arrow,Sharp Arrow,Ammo
1765,Oridecon_Arrow,Oridecon Arrow,Ammo
1766,Arrow_Of_Counter_Evil,Arrow of Counter Evil,Ammo
1767,Arrow_Of_Shadow,Arrow of Shadow,Ammo
1768,Sleep_Arrow,Sleep Arrow,Ammo
1769,Silence_Arrow,Mute Arrow,Ammo
1770,Iron_Arrow,Iron Arrow,Ammo
1771,Venom_Knife,Venom Knife,Ammo
1772,Holy_Arrow,Holy Arrow,Ammo
1773,Arrow_Of_Elf,Elven Arrow,Ammo
1774,Hunting_Arrow,Hunting Arrow,Ammo
1775,Siege_Arrow_S,Siege Arrow S,Ammo
1776,Siege_Arrow_A,Siege Arrow A,Ammo
4001,Poring_Card,Poring Card,Card
4002,Fabre_Card,Fabre Card,Card
4003,Pupa_Card,Pupa Card,Card
4004,Drops_Card,Drops Card,Card
4005,Poring__Card,Santa Poring Card,Card
4006,Lunatic_Card,Lunatic Card,Card
4007,Pecopeco_Egg_Card,Peco Peco Egg Card,Card
4008,Picky_Card,Picky Card,Card
4009,Chonchon_Card,Chonchon Card,Card
4010,Wilow_Card,Willow Card,Card
4011,Picky__Card,Picky Egg Card,Card
4012,Thief_Bug_Egg_Card,Thief Bug Egg Card,Card
4013,Andre_Egg_Card,Andre Egg Card,Card
4014,Roda_Frog_Card,Roda Frog Card,Card
4015,Condor_Card,Condor Card,Card
4016,Thief_Bug_Card,Thief Bug Card,Card
4017,Savage_Babe_Card,Savage Babe Card,Card
4018,Andre_Larva_Card,Andre Larva Card,Card
4019,Hornet_Card,Hornet Card,Card
4020,Farmiliar_Card,Familiar Card,Card
4021,Rocker_Card,Rocker Card,Card
4022,Spore_Card,Spore Card,Card
4023,Desert_Wolf_Babe_Card,Baby Desert Wolf Card,Card
4024,Plankton_Card,Plankton Card,Card
4025,Skeleton_Card,Skeleton Card,Card
4026,Thief_Bug_Female_Card,Female Thief Bug Card,Card
4027,Kukre_Card,Kukre Card,Card
4028,Tarou_Card,Tarou Card,Card
4029,Wolf_Card,Wolf Card,Card
4030,Mandragora_Card,Mandragora Card,Card
4031,Pecopeco_Card,Peco Peco Card,Card
4032,Ambernite_Card,Ambernite Card,Card
4033,Poporing_Card,Poporing Card,Card
4034,Worm_Tail_Card,Wormtail Card,Card
4035,Hydra_Card,Hydra Card,Card
4036,Muka_Card,Muka Card,Card
4037,Snake_Card,Snake Card,Card
4038,Zombie_Card,Zombie Card,Card
4039,Stainer_Card,Stainer Card,Card
4040,Creamy_Card,Creamy Card,Card
4041,Coco_Card,Coco Card,Card
4042,Steel_Chonchon_Card,Steel Chonchon Card,Card
4043,Andre_Card,Andre Card,Card
4044,Smokie_Card,Smokie Card,Card
4045,Horn_Card,Horn Card,Card
4046,Martin_Card,Martin Card,Card
4047,Ghostring_Card,Ghostring Card,Card
4048,Poison_Spore_Card,Poison Spore Card,Card
4049,Vadon_Card,Vadon Card,Card
4050,Thief_Bug_Male_Card,Male Thief Bug Card,Card
4051,Yoyo_Card,Yoyo Card,Card
4052,Elder_Wilow_Card,Elder Willow Card,Card
4053,Vitata_Card,Vitata Card,Card
4054,Angeling_Card,Angeling Card,Card
4055,Marina_Card,Marina Card,Card
4056,Dustiness_Card,Dustiness Card,Card
4057,Metaller_Card,Metaller Card,Card
4058,Thara_Frog_Card,Thara Frog Card,Card
4059,Soldier_Andre_Card,Soldier Andre Card,Card
4060,Goblin_Card,Goblin Card,Card
4061,Cornutus_Card,Cornutus Card,Card
4062,Anacondaq_Card,Anacondaq Card,Card
4063,Caramel_Card,Caramel Card,Card
4064,Zerom_Card,Zerom Card,Card
4065,Kaho_Card,Kaho Card,Card
4066,Orc_Warrior_Card,Orc Warrior Card,Card
4067,Megalodon_Card,Megalodon Card,Card
4068,Scorpion_Card,Scorpion Card,Card
4069,Drainliar_Card,Drainliar Card,Card
4070,Eggyra_Card,Eggyra Card,Card
4071,Orc_Zombie_Card,Orc Zombie Card,Card
4072,Golem_Card,Golem Card,Card
4073,Pirate_Skel_Card,Pirate Skeleton Card,Card
4074,BigFoot_Card,Bigfoot Card,Card
4075,Argos_Card,Argos Card,Card
4076,Magnolia_Card,Magnolia Card,Card
4077,Phen_Card,Phen Card,Card
4078,Savage_Card,Savage Card,Card
4079,Mantis_Card,Mantis Card,Card
4080,Flora_Card,Flora Card,Card
4081,Hode_Card,Hode Card,Card
4082,Desert_Wolf_Card,Desert Wolf Card,Card
4083,Rafflesia_Card,Rafflesia Card,Card
4084,Marine_Sphere_Card,Marine Sphere Card,Card
4085,Orc_Skeleton_Card,Orc Skeleton Card,Card
4086,Soldier_Skeleton_Card,Soldier Skeleton Card,Card
4087,Giearth_Card,Giearth Card,Card
4088,Frilldora_Card,Frilldora Card,Card
4089,Sword_Fish_Card,Swordfish Card,Card
4090,Munak_Card,Munak Card,Card
4091,Kobold_Card,Kobold Card,Card
4092,Skel_Worker_Card,Skeleton Worker Card,Card
4093,Obeaune_Card,Obeaune Card,Card
4094,Archer_Skeleton_Card,Archer Skeleton Card,Card
4095,Marse_Card,Marse Card,Card
4096,Zenorc_Card,Zenorc Card,Card
4097,Matyr_Card,Matyr Card,Card
4098,Dokebi_Card,Dokebi Card,Card
4099,Pasana_Card,Pasana Card,Card
4100,Sohee_Card,Sohee Card,Card
4101,Sand_Man_Card,Sandman Card,Card
4102,Whisper_Card,Whisper Card,Card
4103,Horong_Card,Horong Card,Card
4104,Requiem_Card,Requiem Card,Card
4105,Marc_Card,Marc Card,Card
4106,Mummy_Card,Mummy Card,Card
4107,Verit_Card,Verit Card,Card
4108,Myst_Card,Myst Card,Card
4109,Jakk_Card,Jakk Card,Card
4110,Ghoul_Card,Ghoul Card,Card
4111,Strouf_Card,Strouf Card,Card
4112,Marduk_Card,Marduk Card,Card
4113,Marionette_Card,Marionette Card,Card
4114,Argiope_Card,Argiope Card,Card
4115,Hunter_Fly_Card,Hunter Fly Card,Card
4116,Isis_Card,Isis Card,Card
4117,Side_Winder_Card,Sidewinder Card,Card
4118,Petit_Card,Earth Petite Card,Card
4119,Bathory_Card,Bathory Card,Card
4120,Petit__Card,Sky Petite Card,Card
4121,Phreeoni_Card,Phreeoni Card,Card
4122,Deviruchi_Card,Deviruchi Card,Card
4123,Eddga_Card,Eddga Card,Card
4124,Medusa_Card,Medusa Card,Card
4125,Deviace_Card,Deviace Card,Card
4126,Minorous_Card,Minorous Card,Card
4127,Nightmare_Card,Nightmare Card,Card
4128,Golden_Bug_Card,Golden Thief Bug Card,Card
4129,Baphomet__Card,Bapho Jr. Card,Card
4130,Scorpion_King_Card,Scorpion King Card,Card
4131,Moonlight_Flower_Card,Moonlight Flower Card,Card
4132,Mistress_Card,Mistress Card,Card
4133,Daydric_Card,Raydric Card,Card
4134,Dracula_Card,Dracula Card,Card
4135,Orc_Load_Card,Orc Lord Card,Card
4136,Khalitzburg_Card,Khalitzburg Card,Card
4137,Drake_Card,Drake Card,Card
4138,Anubis_Card,Anubis Card,Card
4139,Joker_Card,Joker Card,Card
4140,Knight_Of_Abyss_Card,Abysmal Knight Card,Card
4141,Evil_Druid_Card,Evil Druid Card,Card
4142,Doppelganger_Card,Doppelganger Card,Card
4143,Orc_Hero_Card,Orc Hero Card,Card
4144,Osiris_Card,Osiris Card,Card
4145,Berzebub_Card,Berzebub Card,Card
4146,Maya_Card,Maya Card,Card
4147,Baphomet_Card,Baphomet Card,Card
4148,Pharaoh_Card,Pharaoh Card,Card
4149,Gargoyle_Card,Gargoyle Card,Card
4150,Goat_Card,Goat Card,Card
4151,Gajomart_Card,Gajomart Card,Card
4152,Galapago_Card,Galapago Card,Card
4153,Crab_Card,Crab Card,Card
4154,Rice_Cake_Boy_Card,Dumpling Child Card,Card
4155,Goblin_Leader_Card,Goblin Leader Card,Card
4156,Steam_Goblin_Card,Goblin Steamrider Card,Card
4157,Goblin_Archer_Card,Goblin Archer Card,Card
4158,Flying_Deleter_Card,Sky Deleter Card,Card
4159,Nine_Tail_Card,Nine Tail Card,Card
4160,Antique_Firelock_Card,Firelock Soldier Card,Card
4161,Grand_Peco_Card,Grand Peco Card,Card
4162,Grizzly_Card,Grizzly Card,Card
4163,Gryphon_Card,Gryphon Card,Card
4164,Gullinbursti_Card,Gullinbursti Card,Card
4165,Gig_Card,Gig Card,Card
4166,Nightmare_Terror_Card,Nightmare Terror Card,Card
4167,Neraid_Card,Nereid Card,Card
4168,Dark_Lord_Card,Dark Lord Card,Card
4169,Dark_Illusion_Card,Dark Illusion Card,Card
4170,Dark_Frame_Card,Dark Frame Card,Card
4171,Dark_Priest_Card,Dark Priest Card,Card
4172,The_Paper_Card,The Paper Card,Card
4173,Demon_Pungus_Card,Demon Pungus Card,Card
4174,Deviling_Card,Deviling Card,Card
4175,Poison_Toad_Card,Poisonous Toad Card,Card
4176,Dullahan_Card,Dullahan Card,Card
4177,Dryad_Card,Dryad Card,Card
4178,Dragon_Tail_Card,Dragon Tail Card,Card
4179,Dragon_Fly_Card,Dragon Fly Card,Card
4180,Driller_Card,Driller Card,Card
4181,Disguise_Card,Disguise Card,Card
4182,Diabolic_Card,Diabolic Card,Card
4183,Vagabond_Wolf_Card,Vagabond Wolf Card,Card
4184,Lava_Golem_Card,Lava Golem Card,Card
4185,Rideword_Card,Rideword Card,Card
4186,Raggler_Card,Raggler Card,Card
4187,Raydric_Archer_Card,Raydric Archer Card,Card
4188,Leib_Olmai_Card,Leib Olmai Card,Card
4189,Wraith_Dead_Card,Wraith Dead Card,Card
4190,Wraith_Card,Wraith Card,Card
4191,Loli_Ruri_Card,Loli Ruri Card,Card
4192,Rotar_Zairo_Card,Rotar Zairo Card,Card
4193,Lude_Card,Lude Card,Card
4194,Rybio_Card,Rybio Card,Card
4195,Leaf_Cat_Card,Leaf Cat Card,Card
4196,Marin_Card,Marin Card,Card
4197,Mastering_Card,Mastering Card,Card
4198,Maya_Puple_Card,Maya Purple Card,Card
4199,Merman_Card,Merman Card,Card
4200,Megalith_Card,Megalith Card,Card
4201,Majoruros_Card,Majoruros Card,Card
4202,Civil_Servant_Card,Mao Guai Card,Card
4203,Mutant_Dragon_Card,Mutant Dragonoid Card,Card
4204,Mini_Demon_Card,Mini Demon Card,Card
4205,Mimic_Card,Mimic Card,Card
4206,Mystcase_Card,Myst Case Card,Card
4207,Mysteltainn_Card,Mysteltainn Card,Card
4208,Miyabi_Ningyo_Card,Miyabi Doll Card,Card
4209,Violy_Card,Violy Card,Card
4210,Wander_Man_Card,Wanderer Card,Card
4211,Vocal_Card,Vocal Card,Card
4212,Bon_Gun_Card,Bongun Card,Card
4213,Brilight_Card,Brilight Card,Card
4214,Bloody_Murderer_Card,Bloody Murderer Card,Card
4215,Blazzer_Card,Blazer Card,Card
4216,Sasquatch_Card,Sasquatch Card,Card
4217,Live_Peach_Tree_Card,Enchanted Peach Tree Card,Card
4218,Succubus_Card,Succubus Card,Card
4219,Sageworm_Card,Sage Worm Card,Card
4220,Solider_Card,Solider Card,Card
4221,Skeleton_General_Card,Skeleton General Card,Card
4222,Skel_Prisoner_Card,Skeleton Prisoner Card,Card
4223,Stalactic_Golem_Card,Stalactic Golem Card,Card
4224,Stem_Worm_Card,Stem Worm Card,Card
4225,Stone_Shooter_Card,Stone Shooter Card,Card
4226,Sting_Card,Sting Card,Card
4227,Spring_Rabbit_Card,Spring Rabbit Card,Card
4228,Sleeper_Card,Sleeper Card,Card
4229,C_Tower_Manager_Card,Tower Keeper Card,Card
4230,Shinobi_Card,Shinobi Card,Card
4231,Increase_Soil_Card,Mi Gao Card,Card
4232,Wild_Ginseng_Card,Hermit Plant Card,Card
4233,Baby_Leopard_Card,Baby Leopard Card,Card
4234,Anolian_Card,Anolian Card,Card
4235,Cookie_XMAS_Card,Christmas Cookie Card,Card
4236,Amon_Ra_Card,Amon Ra Card,Card
4237,Owl_Duke_Card,Owl Duke Card,Card
4238,Owl_Baron_Card,Owl Baron Card,Card
4239,Iron_Fist_Card,Iron Fist Card,Card
4240,Arclouse_Card,Arclouze Card,Card
4241,Archangeling_Card,Arc Angeling Card,Card
4242,Apocalips_Card,Apocalipse Card,Card
4243,Antonio_Card,Antonio Card,Card
4244,Alarm_Card,Alarm Card,Card
4245,Am_Mut_Card,Am Mut Card,Card
4246,Assulter_Card,Assaulter Card,Card
4247,Aster_Card,Aster Card,Card
4248,Ancient_Mummy_Card,Ancient Mummy Card,Card
4249,Ancient_Worm_Card,Ancient Worm Card,Card
4250,Executioner_Card,Executioner Card,Card
4251,Elder_Card,Elder Card,Card
4252,Alligator_Card,Alligator Card,Card
4253,Alice_Card,Alice Card,Card
4254,Tirfing_Card,Ogretooth Card,Card
4255,Orc_Lady_Card,Orc Lady Card,Card
4256,Orc_Archer_Card,Orc Archer Card,Card
4257,Wild_Rose_Card,Wild Rose Card,Card
4258,Wicked_Nymph_Card,Evil Nymph Card,Card
4259,Wooden_Golem_Card,Wooden Golem Card,Card
4260,Wootan_Shooter_Card,Wootan Shooter Card,Card
4261,Wootan_Fighter_Card,Wootan Fighter Card,Card
4262,Evil_Cloud_Hermit_Card,Cloud Hermit Card,Card
4263,Incant_Samurai_Card,Samurai Spector Card,Card
4264,Wind_Ghost_Card,Wind Ghost Card,Card
4265,Li_Me_Mang_Ryang_Card,Jing Guai Card,Card
4266,Eclipse_Card,Eclipse Card,Card
4267,Explosion_Card,Explosion Card,Card
4268,Injustice_Card,Injustice Card,Card
4269,Incubus_Card,Incubus Card,Card
4270,Giant_Spider_Card,Giant Spider Card,Card
4271,Giant_Honet_Card,Giant Hornet Card,Card
4272,Dancing_Dragon_Card,Zhu Po Long Card,Card
4273,Shellfish_Card,Shell Fish Card,Card
4274,Zombie_Master_Card,Zombie Master Card,Card
4275,Zombie_Prisoner_Card,Zombie Prisoner Card,Card
4276,Lord_Of_Death_Card,Lord of The Dead Card,Card
4277,Zherlthsh_Card,Zealotus Card,Card
4278,Gibbet_Card,Gibbet Card,Card
4279,Deleter_Card,Earth Deleter Card,Card
4280,Geographer_Card,Geographer Card,Card
4281,Zipper_Bear_Card,Zipper Bear Card,Card
4282,Tengu_Card,Tengu Card,Card
4283,Greatest_General_Card,Greatest General Card,Card
4284,Chepet_Card,Chepet Card,Card
4285,Choco_Card,Choco Card,Card
4286,Karakasa_Card,Karakasa Card,Card
4287,Kapha_Card,Kapha Card,Card
4288,Carat_Card,Carat Card,Card
4289,Caterpillar_Card,Caterpillar Card,Card
4290,Cat_O_Nine_Tail_Card,Cat O' Nine Tails Card,Card
4291,Kobold_Leader_Card,Kobold Leader Card,Card
4292,Kobold_Archer_Card,Kobold Archer Card,Card
4293,Cookie_Card,Cookie Card,Card
4294,Quve_Card,Quve Card,Card
4295,Kraben_Card,Kraben Card,Card
4296,Cramp_Card,Cramp Card,Card
4297,Cruiser_Card,Cruiser Card,Card
4298,Cremy_Fear_Card,Creamy Fear Card,Card
4299,Clock_Card,Clock Card,Card
4300,Chimera_Card,Chimera Card,Card
4301,Killer_Mantis_Card,Killer Mantis Card,Card
4302,Tao_Gunka_Card,Tao Gunka Card,Card
